chr	start	end	strand	NM	intron	dedub.puro-RNA11-0048-1_S2_R.txt	dedub.puro-RNA11-0050-1_S3_R.txt	dedub.puro-RNA11-0052-1_S4_R.txt	dedub.puro-RNA11-0054-1_S5_R.txt	dedub.puro-RNA11-0056-1_S6_R.txt	dedub.puro-RNA11-0058-1_S7_R.txt	dedub.puro-RNA11-0060-1_S8_R.txt	dedub.puro-RNA11-0062-1_S9_R.txt	dedub.puro-RNA11-0068-1_S10_R.txt	dedub.puro-RNA11-0070-1_S11_R.txt	dedub.puro-RNA11-0072-1_S12_R.txt	dedub.puro-RNA11-0074-1_S13_R.txt	dedub.puro-RNA11-0076-1_S14_R.txt	dedub.puro-RNA11-0078-1_S15_R.txt	dedub.puro-RNA17-50741-1_S1_R.txt	dedub.wt-RNA11-0047-1_S17_R.txt	dedub.wt-RNA11-0049-1_S18_R.txt	dedub.wt-RNA11-0051-1_S19_R.txt	dedub.wt-RNA11-0053-1_S20_R.txt	dedub.wt-RNA11-0055-1_S21_R.txt	dedub.wt-RNA11-0057-1_S22_R.txt	dedub.wt-RNA11-0059-1_S23_R.txt	dedub.wt-RNA11-0061-1_S24_R.txt	dedub.wt-RNA11-0067-1_S25_R.txt	dedub.wt-RNA11-0069-1_S26_R.txt	dedub.wt-RNA11-0071-1_S27_R.txt	dedub.wt-RNA11-0073-1_S28_R.txt	dedub.wt-RNA11-0075-1_S29_R.txt	dedub.wt-RNA11-0077-1_S30_R.txt	dedub.wt-RNA17-50740-1_S16_R.txt	dedub.wt-RNAIVS10-2AG-1_S12_R.txt	puro-RNAIVS10-2pAG-1_S11_R.txt
NC_000017.10	41223176	41223245	+	NM_007294	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900277	33120595	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41189319	41246839	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932066	32936659	-	NM_000059	INTRON	2052	2759	271	2259	2494	802	2682	3939	1649	2003	2374	2336	2537	2140	3151	1279	859	1051	1826	1241	849	641	1697	431	1400	981	771	967	1051	1385	802	526
NC_000013.10	32945237	32950807	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41273574	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
NC_000017.10	41245431	41869527	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NC_000013.10	32893331	32893360	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906417	33035678	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32893259	32998755	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41251882	41324827	+	NR_027676	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903602	32945649	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256956	41276087	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903633	32905055	-	NM_000059	INTRON	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32928997	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893466	32899216	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277339	41612125	+	NR_027676	INTRON	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32889705	32890558	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905120	33499364	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277311	41321797	+	NR_027676	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201913	41203079	+	NM_007294	INTRON	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215968	41247862	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
NC_000013.10	32968869	32968987	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
NC_000013.10	32903629	32905055	+	NM_000059	INTRON	3202	3198	632	6293	3646	1327	4071	5286	1175	2471	2464	2105	2621	1891	3802	804	1025	2635	2697	1285	1233	1042	1519	1782	2456	1645	594	1834	1882	2137	772	2052
NC_000017.10	41246534	41276052	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276096	41343175	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223223	41251821	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NC_000017.10	41197601	41197638	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
NC_000017.10	41223253	41228504	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32898967	32899216	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276129	41333533	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32937587	32950804	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910883	32915137	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32920963	-	NM_000059	INTRON	0	121	104	330	143	0	10	142	103	275	5	67	86	148	254	2	388	88	88	48	139	212	373	0	121	158	2	19	9	127	5	1
NC_000013.10	32945254	32950806	+	NM_000059	INTRON	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41273597	41537236	+	NM_007294	INTRON	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910596	33035722	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243485	41292603	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41197757	41228540	-	NM_007294	INTRON	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890591	32915144	-	NM_000059	INTRON	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209153	41333740	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
NC_000013.10	32900707	33120365	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277355	41321720	+	NM_007294	INTRON	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	5	0	0	3	1	1	0	0	0	0	0	0	0	0
NC_000017.10	41256942	41440476	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900029	32900237	-	NM_000059	INTRON	117	43	0	19	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215958	41436397	+	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276276	41277287	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41231416	41234420	+	NM_007300	INTRON	56	188	0	25	48	24	110	107	113	516	0	46	66	9	278	0	287	123	77	143	237	0	0	65	0	4	0	186	336	4	140	160
NC_000013.10	32900418	32900682	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900748	33033559	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41246773	41246817	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41277198	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41267742	+	NM_007294	INTRON	0	24	102	1	213	38	2	0	0	0	78	0	1	0	1071	0	12	121	59	14	0	0	2	57	0	0	0	0	0	667	0	0
NC_000017.10	41223195	41223220	+	NM_007294	INTRON	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234468	41314826	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199712	41256206	-	NM_007294	INTRON	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256259	41256914	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950928	32953886	+	NM_000059	INTRON	0	2	0	121	0	0	88	20	0	0	0	0	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
NC_000017.10	41215390	41219624	+	NM_007294	INTRON	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576	0	0	0	0	0	0	0	0	0	0	9	0	0	0
NC_000017.10	41245979	41276105	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249272	41249296	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32960541	32977286	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32971104	33080399	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912674	32953620	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32968883	32968926	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41226400	41226435	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32920963	+	NM_000059	INTRON	85	212	2	187	234	0	104	272	101	64	102	27	67	1	234	115	102	380	133	26	86	145	86	307	92	297	64	220	89	79	3	172
NC_000017.10	41199709	41201145	-	NM_007294	INTRON	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249273	41251803	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915443	32931945	-	NM_000059	INTRON	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256165	41256186	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277341	41454467	+	NM_007294	INTRON	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41202622	41203079	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	2	0	0
NC_000013.10	32931907	33206323	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NC_000017.10	41223030	41318643	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41256179	41256884	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41277293	+	NM_007294	INTRON	0	0	0	36	56	77	121	0	237	0	133	108	0	13	52	0	9	0	10	2	1	220	0	99	31	318	225	111	2	24	89	0
NC_000017.10	41251897	41258472	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972416	33459235	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954161	32964027	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000017.10	41258550	41277293	-	NM_007294	INTRON	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215390	41222944	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234004	41234420	-	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209152	41210240	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	291	0	0	12	12	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276118	41512477	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32910605	33071570	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41277340	41553628	+	NM_007294	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276531	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	56	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972425	33080634	+	NM_000059	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276162	41277287	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41251894	41276083	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
NC_000013.10	32931973	32953623	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NC_000013.10	32915333	32918696	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32970127	-	NM_000059	INTRON	0	0	0	89	0	4	44	0	0	75	0	2	10	10	0	0	0	0	0	9	37	0	0	0	0	0	0	0	0	0	0	61
NC_000013.10	32906477	32907117	-	NM_000059	INTRON	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918778	32999584	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32953652	32953918	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929005	32937427	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256184	41276116	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41277474	41494956	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256143	41256191	-	NM_007294	INTRON	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256170	41276113	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32931907	33162560	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32911025	33376084	-	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32889804	32890558	+	NM_000059	INTRON	3387	3647	643	7873	5242	2629	6417	4463	2066	4480	4570	3132	3466	4746	7483	1323	1710	1879	4040	2593	1364	2767	870	1809	1985	991	1330	2023	2319	4686	2463	3639
NC_000013.10	32906414	33096152	+	NM_000059	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932031	33168758	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201211	41203079	-	NM_007294	INTRON	751	556	266	1657	1665	1056	1513	2210	894	1041	936	605	938	418	668	212	649	212	995	1029	285	969	1034	1093	899	463	651	817	550	1211	782	487
NC_000013.10	32953566	32997493	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954282	32958029	-	NM_000059	INTRON	24	1	0	0	4	0	0	0	0	16	0	0	100	0	0	0	0	0	0	0	9	0	0	0	113	0	0	0	0	0	0	0
NC_000017.10	41215924	41219633	-	NM_007294	INTRON	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915231	33122182	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32903631	32905057	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32930614	33211868	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32890528	32910631	-	NM_000059	INTRON	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41249280	41251793	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906153	32911185	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32930638	32972368	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41215962	41219706	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219694	41223068	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32889294	32890558	-	NM_000059	INTRON	0	0	0	79	172	0	0	0	0	0	110	0	0	24	0	0	0	0	85	0	54	14	0	0	40	2	0	71	0	0	0	0
NC_000017.10	41276132	41322897	+	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932005	33110257	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41234523	41234570	+	NM_007294	INTRON	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247939	41249260	+	NM_007294	INTRON	254	758	181	1109	1101	603	608	1687	1355	312	1455	1094	1460	1121	2680	191	261	1150	895	924	113	435	1088	816	820	772	412	749	922	455	907	772
NC_000017.10	41234439	41256963	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32905162	32927254	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41276083	41542151	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900417	32900681	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41209123	41215369	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41202207	41203079	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32900378	-	NM_000059	INTRON	87	27	41	293	0	0	3	21	0	0	0	17	14	0	84	28	184	643	0	0	0	31	0	0	0	0	0	11	0	0	0	0
NC_000013.10	32907524	32915144	-	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32911496	32911556	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32894611	32932025	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918049	32918727	-	NM_000059	INTRON	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41262481	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
NC_000013.10	32915331	32918693	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NC_000017.10	41256903	41258494	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
NC_000013.10	32929425	32930203	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0
