chr	start	end	strand	NM	intron	R9_01.txt	R9_02.txt	R9_03.txt	R9_04.txt	R9_05.txt	R9_06.txt	R9_07.txt	R9_08.txt	R9_09.txt	R9_10.txt	R9_11.txt	R9_12.txt	R9_13.txt	R9_14.txt	R9_15.txt	R9_16.txt	R9_17.txt	R9_18.txt	R9_19.txt	R9_20.txt
NC_000017.10	41199416	41199659	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
NC_000017.10	41215969	41219662	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000017.10	41223070	41558447	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900029	32900237	-	NM_000059	INTRON	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907061	33046953	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32950928	32953940	-	NM_000059	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41231416	41234420	+	NM_007300	INTRON	587	655	0	358	228	203	0	2	4	54	111	0	48	4	31	54	65	160	37	45
NC_000013.10	32893462	32900378	+	NM_000059	INTRON	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32895066	32937663	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929115	33042171	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219704	41222959	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0
NC_000013.10	32921933	32937582	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41234592	41238788	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
NC_000017.10	41256973	41267742	+	NM_007294	INTRON	424	276	0	27	67	11	21	0	0	14	635	215	0	58	0	0	79	129	2	8
NC_000017.10	41215968	41234420	+	NM_007294	INTRON	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234578	41369350	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NC_000013.10	32944668	32982929	-	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201233	41266969	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32954282	32961910	+	NM_000059	INTRON	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32950928	32953886	+	NM_000059	INTRON	0	298	38	262	0	145	0	314	0	134	54	161	69	68	4	401	28	131	29	0
NC_000017.10	41215390	41219624	+	NM_007294	INTRON	0	0	2839	4058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32900419	32903583	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	7	0	0	0
NC_000013.10	32945237	33125858	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NC_000013.10	32921033	32928999	-	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32907524	32968825	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	14	183
NC_000017.10	41267796	41270813	-	NM_007294	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32912567	32919149	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32929275	32958899	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41275842	41319993	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NC_000017.10	41219694	41271628	+	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199709	41201145	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NC_000013.10	32915333	32920963	+	NM_000059	INTRON	691	1536	513	685	502	862	730	764	295	1046	1142	1197	89	768	879	2203	1322	1564	311	201
NC_000013.10	32971181	32972386	+	NM_000059	INTRON	0	0	128	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197818	41199659	+	NM_007294	INTRON	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41202459	41203079	-	NM_007294	INTRON	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0
NC_000017.10	41202622	41203079	-	NM_007294	INTRON	1	40	10	0	0	0	48	7	0	0	6	0	0	0	0	2	12	0	0	8
NC_000017.10	41199664	41389880	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000017.10	41223030	41318643	+	NM_007294	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41277293	+	NM_007294	INTRON	0	0	90	0	0	13	0	14	0	0	42	0	0	0	0	4	0	10	38	0
NC_000013.10	32906614	33094293	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41245418	41325724	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000013.10	32968982	33181446	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32954161	32964027	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NC_000013.10	32893461	32899216	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32899260	32966489	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41273697	41276033	+	NM_007294	INTRON	0	0	0	34	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NC_000017.10	41234587	41242959	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32929216	32973108	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
NC_000013.10	32953587	33105001	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000017.10	41215390	41215889	-	NM_007294	INTRON	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247943	41249264	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
NC_000017.10	41234004	41234420	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	9	4	0	0	0
NC_000017.10	41215390	41222944	-	NM_007294	INTRON	0	0	0	172	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	50
NC_000017.10	41209152	41210240	+	NM_007294	INTRON	9	6	29	0	0	20	0	0	0	10	0	0	0	0	0	2	11	62	0	12
NC_000017.10	41219712	41222875	+	NM_007294	INTRON	0	85	0	2	0	28	0	0	0	0	0	0	0	0	0	6	23	47	0	0
NC_000017.10	41243489	41477152	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
NC_000017.10	41276132	41276531	+	NM_007294	INTRON	56	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972425	33080634	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32931911	33031649	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32918696	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
NC_000017.10	41222999	41298971	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32893463	32899218	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32970127	-	NM_000059	INTRON	1	90	104	22	2	48	0	13	0	0	1	0	0	17	0	9	17	21	4	32
NC_000013.10	32931667	32931878	+	NM_000059	INTRON	0	76	0	13	0	0	0	11	0	0	16	0	0	0	0	8	6	28	0	0
NC_000013.10	32954163	32959138	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906414	33096152	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
NC_000013.10	32889804	32890558	+	NM_000059	INTRON	4527	15636	3031	11570	3081	4802	2585	7841	1231	33442	8675	24073	1905	5482	3327	13756	9553	17877	3746	15895
NC_000017.10	41215960	41219704	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32954262	32955031	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234591	41242960	+	NM_007294	INTRON	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32932031	33168758	+	NM_000059	INTRON	1	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	3	0	0
NC_000017.10	41276101	41359105	+	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32945233	32950805	-	NM_000059	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201211	41203079	-	NM_007294	INTRON	17404	12627	7080	13489	8090	13302	9625	8965	4141	6017	5616	10091	3531	11520	8903	22110	8730	10535	11343	8896
NC_000013.10	32953898	33066015	+	NM_000059	INTRON	0	2	0	0	0	0	0	1	0	9	2	1	0	10	0	1	0	0	5	1
NC_000013.10	32945237	32950901	+	NM_000059	INTRON	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223183	41249285	-	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32953566	32997493	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915231	33122182	+	NM_000059	INTRON	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954282	32958029	-	NM_000059	INTRON	138	420	107	56	0	213	38	17	26	14	41	37	8	0	0	26	9	51	38	0
NC_000013.10	32954282	32963877	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228544	41345256	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
NC_000013.10	32913510	32915258	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
NC_000017.10	41228631	41229020	-	NM_007294	INTRON	0	0	0	0	0	0	10	0	0	0	0	42	0	0	0	0	0	1	9	0
NC_000017.10	41267796	41270652	-	NM_007294	INTRON	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000013.10	32972416	33184917	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41219712	41220413	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0
NC_000013.10	32945141	33167929	+	NM_000059	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1
NC_000013.10	32889294	32890558	-	NM_000059	INTRON	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
NC_000013.10	32932005	33110257	+	NM_000059	INTRON	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3	0	0	0
NC_000017.10	41258559	41267742	+	NM_007294	INTRON	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41210383	41228504	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32936679	32937506	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
NC_000013.10	32900472	32918737	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41223255	41242960	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954264	32966950	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
NC_000017.10	41189303	41249260	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243050	41243453	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247939	41249260	+	NM_007294	INTRON	5383	6532	1318	4045	3289	6855	298	559	633	1132	1485	759	557	441	189	457	743	1224	395	323
NC_000017.10	41276117	41320269	-	NM_007294	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32931686	32931922	-	NM_000059	INTRON	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954164	33066768	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32927458	32931946	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41201210	41411551	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890294	32890558	+	NM_000059	INTRON	24	10	0	0	0	42	2	14	0	79	68	0	0	0	37	32	11	49	0	0
NC_000017.10	41202207	41203079	+	NM_007294	INTRON	0	74	0	109	0	110	0	0	0	10	0	24	0	0	0	32	0	0	7	0
NC_000017.10	41251877	41349207	-	NM_007294	INTRON	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32900378	-	NM_000059	INTRON	58	9	205	884	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918768	33206729	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000017.10	41256973	41257886	-	NM_007294	INTRON	27	0	0	31	0	0	0	0	1	1	4	4	0	26	10	4	0	0	0	0
NC_000013.10	32932032	33175566	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203185	41209068	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	6	57	0	0	0	0	0	0	0
NC_000013.10	32937669	32944538	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32906609	33102423	+	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41188432	41199659	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
NC_000017.10	41243647	41258501	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000013.10	32915331	32918693	+	NM_000059	INTRON	0	15	6	14	3	8	4	10	0	12	11	23	2	19	6	10	1	7	5	16
NC_000013.10	32956726	32969037	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32972367	33166753	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41234592	41242251	-	NM_007294	INTRON	0	8	0	20	0	0	0	0	0	6	0	0	0	0	2	10	25	6	0	0
NC_000013.10	32941170	32971048	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000013.10	32929425	32930203	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	12	0	33	0	0	0	15	0	11	0	0
NC_000017.10	41247960	41251791	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
NC_000013.10	32954157	33309716	-	NM_000059	INTRON	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972519	33002298	+	NM_000059	INTRON	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NC_000017.10	41199720	41200981	-	NM_007294	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41273693	41276033	+	NM_007294	INTRON	244	92	146	60	11	6	18	0	21	0	31	0	0	0	0	0	49	17	0	3
NC_000013.10	32972311	32972349	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32972431	33019900	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41199720	41201138	+	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890199	32890558	+	NM_000059	INTRON	58	195	3	77	0	118	22	117	7	279	76	44	65	0	78	190	27	159	149	78
NC_000017.10	41197819	41201137	-	NM_007294	INTRON	27	174	155	24	4804	8486	111	21	0	38	64	0	20	91	8	65	29	105	0	10
NC_000013.10	32945234	32949299	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NC_000013.10	32930746	32931922	-	NM_000059	INTRON	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NC_000017.10	41276132	41276531	-	NM_007294	INTRON	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32968885	33182702	+	NM_000059	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41258550	41261479	-	NM_007294	INTRON	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219711	41222944	+	NM_007294	INTRON	0	10	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41203339	41209068	-	NM_007294	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NC_000017.10	41199720	41201137	-	NM_007294	INTRON	28532	18819	12050	18309	5121	11792	12604	12105	6081	8147	7022	13751	5835	16357	11870	32927	11699	14813	16780	25243
NC_000013.10	32954264	32975988	-	NM_000059	INTRON	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41256903	41277293	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41228561	41324629	-	NM_007294	INTRON	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41219712	41242960	-	NM_007294	INTRON	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41201171	41231695	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NC_000013.10	32936830	32950806	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32949543	32950807	-	NM_000059	INTRON	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41276033	-	NM_007294	INTRON	15810	19726	7095	14084	6563	15662	8640	10662	1745	8328	6271	9885	1633	7722	8476	21473	7975	10690	6422	22382
NC_000013.10	32954282	32957175	-	NM_000059	INTRON	0	6	22	69	0	43	0	8	0	0	0	0	4	21	0	35	0	0	0	0
NC_000017.10	41256278	41258494	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
NC_000013.10	32906437	33111635	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NC_000017.10	41258550	41276033	+	NM_007294	INTRON	77	350	2	89	85	108	0	6	0	0	9	81	36	0	0	0	88	159	6	149
NC_000017.10	41277313	41374409	-	NR_027676	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32944694	32945093	+	NM_000059	INTRON	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0
NC_000017.10	41219712	41223059	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41244147	41336311	-	NM_007294	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32954282	32958631	+	NM_000059	INTRON	0	6	0	0	2	4	0	0	0	0	0	0	0	0	0	6	0	2	0	0
NC_000017.10	41243496	41319022	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32969070	32970155	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	12	138	0	0	0	92	0	7	7	0	0	4
NC_000017.10	41215968	41222944	+	NM_007294	INTRON	24	284	0	121	0	292	0	96	20	64	41	0	0	0	4	33	31	282	0	42
NC_000017.10	41199719	41201138	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
NC_000017.10	41243666	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	843
NC_000013.10	32918789	32920963	-	NM_000059	INTRON	4	5	1	3	4	7	0	0	0	0	0	8	0	0	0	2	0	1	0	0
NC_000013.10	32971181	32972298	+	NM_000059	INTRON	28059	73734	25168	57511	18447	39203	9193	41641	14200	66216	22752	59854	22548	72451	17287	76172	31492	62489	27962	49332
NC_000017.10	41201149	41229281	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41242972	41334537	-	NM_007294	INTRON	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	3	1
NC_000017.10	41243458	41358699	+	NM_007294	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41267796	41276753	-	NM_007294	INTRON	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929028	32985301	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NC_000013.10	32899321	32900176	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0
NC_000013.10	32968923	33020331	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41228628	41229020	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NC_000013.10	32969070	32972298	+	NM_000059	INTRON	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	48	0
NC_000013.10	32973224	33125308	+	NM_000059	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
NC_000017.10	41243487	41292619	-	NM_007294	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41247937	41249260	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0
NC_000013.10	32973156	33007782	+	NM_000059	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NC_000017.10	41258550	41264503	-	NM_007294	INTRON	0	4	0	10	0	0	0	0	0	14	0	0	0	0	23	2	4	0	0	0
NC_000017.10	41234442	41351280	+	NM_007294	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32886650	32889484	-	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
NC_000017.10	41234439	41239750	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NC_000013.10	32900750	32903276	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
NC_000013.10	32893461	32899212	+	NM_000059	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32918790	32919284	-	NM_000059	INTRON	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197764	41199659	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NC_000017.10	41243022	41435743	-	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NC_000013.10	32945237	32949450	-	NM_000059	INTRON	158	246	25	64	0	232	0	13	0	12	13	0	0	22	0	6	2	16	0	0
NC_000013.10	32900287	33222471	+	NM_000059	INTRON	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41243666	41249260	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
NC_000017.10	41201977	41203079	+	NM_007294	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
NC_000013.10	32900287	32900635	+	NM_000059	INTRON	0	34	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	60
NC_000013.10	32893254	33066086	+	NM_000059	INTRON	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
NC_000013.10	32907061	33046953	-	NM_000059	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32915333	32918697	+	NM_000059	INTRON	0	42	0	61	0	60	0	86	0	54	24	60	0	108	32	77	30	175	0	0
NC_000013.10	32903629	32915144	+	NM_000059	INTRON	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32929117	33147311	-	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000017.10	41197674	41400291	+	NM_007294	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000013.10	32890587	32944636	-	NM_000059	INTRON	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
