chr	start	end	strand	NM	intron	SAMPLE01_S12_L001_R.txt	SAMPLE02_S6_L001_R.txt	SAMPLE03_S8_L001_R.txt	SAMPLE04_S5_L001_R.txt	SAMPLE05_S2_L001_R.txt	SAMPLE06_S4_L001_R.txt	SAMPLE07_S1_L001_R.txt	SAMPLE08_S11_L001_R.txt	SAMPLE09_S16_L001_R.txt	SAMPLE10_S7_L001_R.txt	SAMPLE11_S15_L001_R.txt	SAMPLE12_S10_L001_R.txt	SAMPLE13_S20_L001_R.txt	SAMPLE14_S14_L001_R.txt	SAMPLE15_S18_L001_R.txt	SAMPLE16_S19_L001_R.txt	SAMPLE17_S17_L001_R.txt	SAMPLE18_S9_L001_R.txt	SAMPLE19_S13_L001_R.txt	SAMPLE20_S3_L001_R.txt
chr2	176835145	176835491	-	NM_001305008	INTRON	0	0	0	0	0	0	0	2	2	0	0	2	2	1	1	0	1	0	0	0
chr19	10747139	10748969	+	NM_001145056	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	10385704	10394130	+	NM_000201	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr20	57610181	57611525	+	NM_001256403	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
chr16	4641785	4642305	+	NM_001145011	INTRON	0	0	0	0	0	2	0	0	2	4	0	2	0	0	3	0	0	0	0	0
chr8	56663716	56663979	-	NM_001286657	INTRON	2	0	0	0	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0	0
chr1	202129248	202133042	+	NM_002832	INTRON	0	0	1	0	0	0	4	6	0	3	1	2	0	6	1	2	4	0	0	4
chr10	76907007	76910271	+	NM_001174156	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr2	58312085	58313464	+	NM_001130480	INTRON	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
chr3	97664045	97664103	-	NM_001042533	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	72965387	72972462	+	NM_015110	INTRON	0	0	0	1	2	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0
chr11	33757939	33783299	-	NM_000611	INTRON	0	0	0	1	7	1	0	1	2	1	0	0	2	2	8	8	3	5	2	1
chr9	135519947	135521281	-	NM_001322340	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
chr15	90129173	90135277	+	NM_001308025	INTRON	14	27	14	16	20	7	15	72	19	22	7	10	19	14	24	35	4	9	45	14
chr5	79057780	79058411	+	NM_153610	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1	17268	17315	-	NR_024540	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr14	58718960	58724462	-	NM_002788	INTRON	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	1	0	0	0
chr18	47017953	47018130	-	NM_001035006	INTRON	11	33	10	13	18	10	29	23	10	12	33	24	39	32	18	34	36	9	12	18
chr12	6635781	6636056	+	NM_014865	INTRON	339	432	314	483	455	119	488	819	455	469	303	320	328	401	474	651	291	326	432	321
chr12	6943213	6943988	+	NM_014262	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	106815046	107111731	-	NR_027457	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr3	63825449	63846624	-	NR_026866	INTRON	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr2	207026099	207026185	+	NM_001037663	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	50864397	50868795	-	NM_004851	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr11	57414267	57414371	-	NM_145008	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr20	32686439	32691273	-	NM_001316363	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr19	7895267	7911385	+	NM_145245	INTRON	0	0	0	2	2	0	0	3	0	0	0	0	2	0	0	3	0	1	2	2
chr12	10022326	10022566	-	NM_005127	INTRON	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
chr17	38324670	38325524	+	NM_007359	INTRON	2	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0
chr7	137294355	137304584	-	NM_001321708	INTRON	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
chr5	177030365	177031066	+	NM_007255	INTRON	0	1	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	1	0	0
chr5	81572264	81572311	-	NM_001025	INTRON	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	97869666	97870162	-	NM_015395	INTRON	1	0	2	0	2	9	0	0	0	0	0	6	1	0	0	2	0	0	2	2
chr7	120039922	120372956	+	NM_012281	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr10	5815842	5827958	-	NM_001115156	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr19	14184689	14185136	+	NM_001291291	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr4	187072890	187073056	+	NM_001006655	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	101167821	101179520	+	NM_000282	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr7	151057333	151059202	+	NM_001243351	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	137593182	137597736	-	NM_001253775	INTRON	65	76	26	40	37	17	31	111	14	42	92	35	89	38	128	21	30	32	47	22
chr1	68152792	68153343	+	NM_001199741	INTRON	2	2	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0
chr20	5155925	5157293	-	NM_003818	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr11	6494478	6495020	-	NM_006458	INTRON	6	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	2
chr4	113352882	113356303	+	NM_001102406	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
chr10	75578025	75579289	-	NM_001320898	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr2	171690503	171746850	-	NM_000817	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	64532990	64533422	-	NM_001178031	INTRON	8	20	5	5	5	0	2	8	1	1	18	11	24	7	14	19	7	8	19	8
chr9	137020889	137023014	+	NM_017588	INTRON	0	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0
chr1	228585461	228588664	-	NM_145214	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr8	42146246	42146774	+	NM_001190720	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0
chrX	105178436	105179161	+	NM_198465	INTRON	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
chr3	33731424	33759299	-	NM_015097	INTRON	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
chrUn_gl000219	54293	57392	-	NR_027436	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0
chr22	39631879	39639905	-	NM_033016	INTRON	4	0	0	0	4	2	0	0	2	0	2	0	1	0	0	2	0	0	4	2
chr18	21104446	21107758	+	NM_001276342	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chr11	75111854	75113402	+	NM_001005	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	41039015	41041636	-	NR_138080	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr1	93657663	93659172	+	NM_001306076	INTRON	36	40	47	76	53	23	60	62	45	38	58	31	35	83	51	60	39	51	79	47
chr10	70856851	71088332	+	NM_001321053	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chrX	153345579	153400880	-	NM_001316337	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	228353484	228356262	+	NM_001135187	INTRON	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	37187674	37187834	-	NM_023073	INTRON	10	16	12	11	6	16	5	22	7	12	10	10	11	11	8	2	1	11	14	14
chr17	74722369	74729059	+	NM_001081461	INTRON	6	1	2	7	0	0	2	6	1	1	5	5	3	2	3	4	2	5	5	6
chr12	6647325	6647461	+	NM_001256799	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
chr2	231109711	231615968	+	NM_001278453	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	68492936	68725426	+	NM_022909	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr11	32608690	32610193	+	NM_006360	INTRON	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	4	0	1	0	0
chr1	212869254	212870302	-	NM_018664	INTRON	0	0	0	0	2	0	0	3	0	2	1	4	6	2	2	5	0	1	1	1
chr11	77340856	77340883	-	NM_001293	INTRON	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	108118662	108120624	+	NM_001286730	INTRON	73	46	11	51	65	26	70	159	40	40	11	52	52	63	157	44	98	182	34	42
chr6	34839702	34840089	+	NM_017754	INTRON	21	44	21	13	35	15	16	88	30	35	34	20	25	47	56	43	21	23	48	31
chr8	143382005	143393865	-	NM_001291931	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr9	130210262	130210632	-	NM_000976	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr4	122775975	122782658	-	NM_018190	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
chrX	153627880	153628171	+	NM_001256577	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr12	50785241	51155906	-	NM_001145475	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr22	19504416	19506366	+	NM_001178010	INTRON	278	171	172	195	133	431	206	546	219	191	128	184	112	286	212	210	347	273	337	257
chr1	51929470	51930932	-	NM_001981	INTRON	197	154	84	162	244	53	197	405	127	121	249	142	193	163	244	215	144	108	145	120
chr17	76134813	76137497	+	NM_152468	INTRON	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19	11835069	11836015	-	NM_001080493	INTRON	13	8	9	20	10	15	22	40	7	15	10	19	9	10	17	15	26	25	20	16
chr16	28916365	28917024	-	NM_024816	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
chr15	57549051	57554289	+	NM_001306219	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr1	174247917	174274123	-	NM_014857	INTRON	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
chr9	33973235	33982217	-	NM_018449	INTRON	0	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr14	19921470	19921590	-	NR_122112	INTRON	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
chr21	15889093	15889212	-	NM_001256370	INTRON	5	9	15	2	10	0	3	2	10	6	5	5	5	10	6	0	2	0	4	2
chr1	113378075	113507698	+	NR_103746	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr16	3293694	3293859	-	NM_000243	INTRON	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	5	0	0	0	0
chr18	60046868	60051983	+	NM_001270949	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	104080106	104083411	+	NM_017619	INTRON	0	0	0	1	0	0	0	4	0	0	1	0	3	1	0	1	0	0	1	0
chr19	42365244	42373205	+	NM_001022	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
