chr	start	end	strand	NM	intron	001_CZMEL1_010080483_RNA_NXrun2_R.txt	001_CZMEL1_030060289_RNA_NXrun2_R.txt	001_CZMEL1_050020176_RNA_NXrun2_R.txt	001_CZMEL1_060090425_RNA_NXrun2_R.txt	001_CZMEL1_060090915_RNA_NXrun2_R.txt	001_CZMEL1_07III0075_RNA_NXrun2_R.txt	001_CZMEL1_07III0082_RNA_NXrun2_R.txt	001_CZMEL1_07III0085_RNA_NXrun2_R.txt	001_CZMEL1_07III0097_RNA_NXrun2_R.txt	001_CZMEL1_07III0134_RNA_NXrun2_R.txt	001_CZMEL1_08III0021_RNA_NXrun2_R.txt	001_CZMEL1_08III0059_RNA_NXrun2_R.txt	001_CZMEL1_08III0064_RNA_NXrun2_R.txt	001_CZMEL1_08III0065_RNA_NXrun2_R.txt	001_CZMEL1_08III0066_RNA_NXrun2_R.txt	001_CZMEL1_990033193_RNA_NXrun2_R.txt	001_CZMEL1_990050355_RNA_NXrun2_R.txt	001_CZMEL1_990061923_RNA_NXrun2_R.txt	001_CZMEL1_T010080483_RNA_NXrun2_R.txt	001_CZMEL1_T030060289_RNA_NXrun2_R.txt	001_CZMEL1_T050020176_RNA_NXrun2_R.txt	001_CZMEL1_T060090425_RNA_NXrun2_R.txt	001_CZMEL1_T060090915_RNA_NXrun2_R.txt	001_CZMEL1_T07III0075_RNA_NXrun2_R.txt	001_CZMEL1_T07III0082_RNA_NXrun2_R.txt	001_CZMEL1_T07III0085_RNA_NXrun2_R.txt	001_CZMEL1_T07III0097_RNA_NXrun2_R.txt	001_CZMEL1_T07III0134_RNA_NXrun2_R.txt	001_CZMEL1_T08III0021_RNA_NXrun2_R.txt	001_CZMEL1_T08III0059_RNA_NXrun2_R.txt	001_CZMEL1_T08III0064_RNA_NXrun2_R.txt	001_CZMEL1_T08III0065_RNA_NXrun2_R.txt	001_CZMEL1_T08III0066_RNA_NXrun2_R.txt	001_CZMEL1_T990033193_RNA_NXrun2_R.txt	001_CZMEL1_T990050355_RNA_NXrun2_R.txt	001_CZMEL1_T990061923_RNA_NXrun2_R.txt
chrX	47424749	47426037	+	NM_001256197	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
chr12	110341019	110341741	+	NM_001143852	INTRON	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
chrUn_gl000220	117964	159170	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	116605848	116605933	+	NM_001135051	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	146234954	146239330	-	NM_021105	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
chrUn_gl000220	115294	157376	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr5	112074157	112102022	+	NM_000038	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
chr6	168281197	168289894	+	NM_001040000	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr21	43803307	43804078	-	NM_001256317	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	74636333	74637384	+	NM_000781	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr6	116910148	116911434	+	NM_001007464	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr3	4808394	4810194	+	NM_001099952	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
chr6_cox_hap2	1209529	1314045	+	NM_001098478	INTRON	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr12	120960166	120966742	-	NM_032314	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrUn_gl000220	113647	157532	+	NR_046235	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr10	90768679	90934541	+	NM_000043	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr6	7590646	7593966	+	NM_152551	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0
chr11	108171968	108172374	+	NM_000051	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
chrUn_gl000220	117717	153679	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
chr2	207027338	207027452	+	NM_001037663	INTRON	0	5	0	1	0	2	2	0	0	3	2	2	0	2	1	0	3	2	1	3	2	2	3	0	1	1	0	0	1	1	0	0	2	2	0	1
chr8	48769860	48771076	-	NM_001081640	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	135527879	135534057	-	NM_001322344	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr13	32932052	33187986	+	NM_000059	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	158482645	158483259	-	NM_001281932	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
chr3	25679801	25683812	-	NM_001068	INTRON	0	0	1	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	41653975	41654831	-	NM_001167827	INTRON	0	2	1	4	3	2	0	2	1	0	1	1	0	1	4	0	5	3	7	9	11	3	13	3	9	4	3	4	7	0	3	2	3	8	14	7
chr3	48577204	48581012	-	NM_001317134	INTRON	0	0	0	0	4	2	4	0	0	0	0	0	0	0	1	2	2	0	0	0	0	2	3	0	1	0	0	0	0	1	1	0	0	0	1	0
chr17	80436794	80437813	+	NM_001038618	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr2	73994334	73996391	-	NM_003584	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr6	53365148	53365229	-	NM_001197115	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	150808858	150830867	-	NM_001197325	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	41241233	41265511	+	NM_001098209	INTRON	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0
chr12	69222567	69229628	+	NM_001145337	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3
chr17	42937911	42940080	-	NM_001142605	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
chr9	15591554	15594038	+	NM_001348002	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
chr6_cox_hap2	2752306	2752630	-	NM_001243042	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr17	72959173	72959834	-	NM_030630	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	2027671	2027742	+	NM_006453	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
chrUn_gl000220	115704	158280	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	2121935	2122849	+	NM_000548	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr7	6018310	6022535	-	NM_000535	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chrX	53566773	53569403	-	NM_031407	INTRON	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	1	2
chr10	89711941	89711988	+	NM_000314	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
chr12	6635781	6636056	+	NM_014865	INTRON	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
chr1	169096646	169099247	+	NM_001677	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
chr12	27786389	27787842	+	NM_001198916	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	41266244	41266444	-	NM_001098209	INTRON	3	5	8	4	1	11	2	8	4	3	7	6	4	3	3	4	2	4	4	5	0	5	1	0	7	9	4	6	2	4	8	8	5	6	5	1
chr9	6720997	6723526	+	NM_001146696	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr10	89711973	89720867	+	NM_000314	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	118044262	118348881	+	NM_004588	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr1	111717585	111724808	+	NM_001007794	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	41837115	41838032	-	NM_000660	INTRON	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
chr7	150143977	150144163	+	NR_034033	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	105677414	105677605	-	NM_024928	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	3	0
chrX	123190074	123195094	+	NM_001042749	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
chr17	30932259	30965739	-	NM_001303279	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr1	22151108	22151196	-	NM_001013693	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrUn_gl000220	115970	154498	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	30925843	30931624	+	NM_000553	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr2	99811652	99812035	+	NM_145212	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	138341258	138347948	+	NM_001033030	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr7	137593182	137597736	-	NM_001253775	INTRON	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
chr11	64532990	64533422	-	NM_001178031	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrUn_gl000220	114726	153970	+	NR_046235	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	47702409	47705410	+	NM_000251	INTRON	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	2	2	2	0	1	0	1	6	0	1	2	0	8	2
chr1	110211993	110257568	+	NM_000848	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	93657663	93659172	+	NM_001306076	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr12	6700991	6701081	-	NM_001273	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
chr15	28506108	28508063	-	NM_004667	INTRON	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0
chr16	69337603	69419317	-	NM_006750	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	133220563	133224590	-	NM_006231	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	44232755	44345448	-	NM_004556	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	3425175	3433515	+	NM_001245002	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	3192658	3193281	+	NM_001321463	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
chr1	212869254	212870302	-	NM_018664	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	80579675	80583264	-	NM_019613	INTRON	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
chr19	38632075	38633212	+	NM_015073	INTRON	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1
chr8	61767082	61768533	+	NM_017780	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrUn_gl000220	114120	154120	+	NR_046235	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	72133786	72134334	+	NM_014003	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0
chr12	6878840	6879086	+	NM_001330333	INTRON	1	1	0	2	0	0	0	1	1	0	1	2	0	0	2	0	1	1	0	1	1	0	3	0	2	0	2	2	1	1	0	0	0	0	1	0
chr11	63975691	63978082	-	NM_031471	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1	51929470	51930932	-	NM_001981	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	2
chr19	11835069	11836015	-	NM_001080493	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr5	118454699	118456665	+	NM_001290321	INTRON	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr20	43623843	43625883	+	NM_006282	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr13	48942702	48947537	+	NM_000321	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr1	226570220	226574060	-	NM_001618	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	178932509	178935997	+	NM_006218	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
chr19	41916914	41919953	+	NM_000709	INTRON	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr13	77866477	77870733	-	NM_015057	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr17	76129615	76129819	-	NM_152468	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
chr21	42778790	42836769	+	NM_002463	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	31227025	31231323	+	NM_004399	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr11	76248994	76250642	+	NM_001300942	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	17510986	17513572	-	NM_000320	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
chr5	76785397	76787994	-	NM_018268	INTRON	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0
chr9	88635884	88636815	+	NM_001321881	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr10	120820356	120820735	-	NM_003750	INTRON	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
chr2	113941089	113942533	+	NM_012455	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	1	1
chr16	29870655	29870762	-	NM_001286585	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	1	0	0	0	0
chr20	33530809	33533755	-	NM_000178	INTRON	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	2	0	0	0	1	0	1	0	3	0	0
chr9	115171301	115179120	+	NM_032303	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
chr12	57574262	57574449	+	NM_002332	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	152594048	152600964	-	NM_004564	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr19	13058445	13059251	-	NM_001270362	INTRON	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	2	0	3	0	0	1
chr17	27182335	27183281	+	NM_001317985	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0
chr17	62793527	62796117	-	NR_024386	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
chr3	172050965	172052733	+	NM_001135095	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr20	32264785	32264910	-	NM_005225	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
chr3	23541231	23574044	+	NM_152653	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
chr20	49191191	49194956	+	NM_001278618	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0
chrUn_gl000220	115158	156027	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr13	48835332	49039224	+	NM_021999	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr12	111862886	111882542	+	NM_001291424	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	39891984	39900008	-	NM_001100400	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
chr5	60199543	60200618	+	NM_001007234	INTRON	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
chr1	160063121	160063499	-	NM_001206665	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr10	50668497	50678227	-	NM_000124	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	2	0	3	2	0	1
chrUn_gl000220	113672	157621	+	NR_046235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	17429554	17431372	-	NM_007365	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22	36691763	36692888	+	NM_002473	INTRON	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	38677150	38697750	+	NM_001146216	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr7	92161863	92163715	+	NM_032120	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
chr5	112103087	112164552	+	NM_000038	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr19	1221982	1227868	+	NM_000455	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
chr11	118888763	118888991	-	NM_001028	INTRON	2	1	1	11	8	4	3	1	8	4	1	1	1	6	1	3	6	2	3	4	6	7	4	0	4	2	6	6	5	1	0	1	2	3	6	1
chr8	25298189	25301807	-	NM_017634	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
chr17	1494242	1494562	-	NM_001284498	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1
chr17	30303633	30315340	+	NM_001321207	INTRON	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	3	0	6	2	1	4	3	1	2	3	0	2	2	2	5	3	1
chr12	124137108	124137253	+	NM_001271866	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
chr11	119045983	119050401	+	NM_001282143	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
