chr	start	end	strand	NM	intron	LU_01.008.0483_LCL_mRNA_L1_S1..txt	LU_01.008.0483_LCL_totRNA_L1_S1..txt	LU_03.006.0289_LCL_mRNA_L1_S1..txt	LU_03.006.0289_LCL_totRNA_L1_S1..txt	LU_05.002.0176_LCL_mRNA_L1_S1..txt	LU_05.002.0176_LCL_totRNA_L1_S1..txt	LU_06.009.0425_LCL_mRNA_L1_S1..txt	LU_06.009.0425_LCL_totRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_treat_mRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_treat_totRNA_L1_S1..txt	LU_06.009.0916_RNA_LW_untr_mRNA_L1_S1..txt	LU_07.111.0075_LCL_mRNA_L1_S1..txt	LU_07.111.0075_LCL_totRNA_L1_S1..txt	LU_07.111.0085_RNA_MT_mRNA_L1_S1..txt	LU_07.111.0085_RNA_MT_totRNA_L1_S1..txt	LU_07.111.0097_RNA_MT_mRNA_L1_S1..txt	LU_07.111.0097_RNA_MT_totRNA_L1_S1..txt	LU_08.111.0021_LCL_mRNA_L1_S1..txt	LU_08.111.0021_LCL_totRNA_L1_S1..txt	LU_99.003.3193_RNA_MT_mRNA_L1_S1..txt	LU_99.003.3193_RNA_MT_totRNA_L1_S1..txt	LU_99.005.0355_LCL_mRNA_L1_S1..txt	LU_99.005.0355_LCL_totRNA_L1_S1..txt	LU_99.006.1923_LCL_totRNA_L1_S1..txt
chr10	1102819	1118055	+	NM_014023	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr17	76129615	76129819	-	NM_152468	INTRON	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1
chr15	51773820	51778269	-	NM_001174116	INTRON	5	8	0	8	0	1	0	7	5	2	2	0	0	1	0	6	0	0	1	1	3	1	0	0
chr5	75902862	75906844	+	NR_134278	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr17	42229702	42230303	-	NM_001171251	INTRON	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	66203577	66204286	-	NM_016050	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	104080106	104083411	+	NM_017619	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
chr8	1719763	1728415	+	NM_018941	INTRON	0	0	0	1	0	1	2	0	12	3	1	0	1	1	1	4	0	0	0	1	1	1	0	0
chr9	115179224	115181139	+	NM_032303	INTRON	5	6	2	9	0	0	4	8	16	0	1	0	0	0	1	8	0	2	2	0	1	1	0	0
chr12	31227025	31231323	+	NM_004399	INTRON	1	1	0	3	0	0	0	3	9	6	2	1	0	1	0	2	0	2	0	0	0	3	0	0
chr5	76785397	76787994	-	NM_018268	INTRON	0	3	0	14	1	0	0	4	10	3	0	0	2	1	0	9	0	0	4	1	1	0	0	5
chr9	88635884	88636815	+	NM_001321881	INTRON	0	3	0	5	2	0	2	2	30	1	1	2	1	1	0	8	1	0	0	2	4	0	0	2
chr10	120820356	120820735	-	NM_003750	INTRON	2	14	7	21	4	0	3	13	39	10	9	5	1	8	3	66	2	6	0	4	12	3	1	3
chr1	224415372	224418927	-	NR_110668	INTRON	2	6	2	18	0	0	1	9	26	1	0	0	1	0	0	6	0	4	3	4	4	1	1	3
chr2	113941089	113942533	+	NM_012455	INTRON	1	0	2	3	2	0	1	6	12	0	0	1	0	5	1	13	1	5	2	0	1	2	0	2
chr2	182091266	182127555	+	NR_130784	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
chr17	4901451	4901978	+	NM_006612	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	56999847	57000030	+	NM_001300905	INTRON	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
chr20	15843471	15866408	+	NM_001033087	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
chr20	33530809	33533755	-	NM_000178	INTRON	5	3	2	12	2	1	5	9	23	7	3	1	0	4	0	7	0	6	1	0	1	5	3	3
chr9	115171301	115179120	+	NM_032303	INTRON	10	12	3	10	0	0	0	15	21	1	0	0	0	2	0	18	0	6	3	4	5	3	0	3
chrX	62974556	62974898	-	NM_015185	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr3	16345099	16346333	+	NM_001330670	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1	244736074	244745097	+	NM_001130957	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	292095	292181	+	NM_025092	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
chr7	72301136	72482065	+	NR_001588	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	90039706	90042804	-	NM_016021	INTRON	2	1	0	0	0	0	0	2	5	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0
chr3	172050965	172052733	+	NM_001135095	INTRON	2	0	1	4	0	1	1	5	4	1	0	2	0	1	1	11	1	1	0	1	0	1	1	5
chr20	32264785	32264910	-	NM_005225	INTRON	3	8	0	12	0	2	3	2	5	2	1	4	5	0	2	2	2	4	8	4	4	7	1	8
chr7	77396525	77407654	+	NM_198467	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	23541231	23574044	+	NM_152653	INTRON	4	2	0	5	3	1	3	3	33	1	1	2	1	4	0	35	1	5	1	2	0	4	0	0
chr15	78839040	78873152	+	NM_001102667	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr17	73132345	73142760	+	NM_001288611	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr19	46201957	46202039	+	NM_001163377	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr4	39891984	39900008	-	NM_001100400	INTRON	9	11	2	14	3	0	2	19	27	14	4	6	0	4	3	39	10	3	3	9	7	1	0	1
chr1	160063121	160063499	-	NM_001206665	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2
chr3	196650422	196654666	+	NM_152699	INTRON	1	8	2	3	1	0	1	2	10	4	2	3	0	1	3	12	1	0	2	3	0	1	3	0
chr22	36691763	36692888	+	NM_002473	INTRON	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	92161863	92163715	+	NM_032120	INTRON	2	8	3	6	0	0	2	4	22	5	2	1	0	1	1	26	0	7	1	2	1	1	1	0
chr3	131252416	131283433	+	NM_001289112	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	118888763	118888991	-	NM_001028	INTRON	247	434	195	355	95	81	176	467	1051	183	353	115	84	596	196	1318	153	148	173	192	282	130	118	155
chr17	73615298	73615437	+	NM_001309242	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	25298189	25301807	-	NM_017634	INTRON	1	2	1	7	2	0	0	2	25	3	1	1	0	1	1	11	0	1	3	1	2	0	0	0
chr8	109228739	109229562	-	NM_001568	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr18	67957103	67991778	+	NM_004232	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
chr17	56801461	56910196	+	NM_058216	INTRON	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	124137108	124137253	+	NM_001271866	INTRON	3	13	6	10	4	1	3	18	23	5	4	0	1	2	2	20	0	2	4	0	4	3	2	3
chr5	176619020	176627761	+	NM_022455	INTRON	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	119045983	119050401	+	NM_001282143	INTRON	1	0	1	1	0	0	0	2	3	1	0	0	0	0	0	2	2	0	2	1	0	0	0	0
chrX	48336906	48337004	+	NM_012280	INTRON	0	4	0	5	0	0	0	1	2	1	0	1	2	0	0	2	0	0	0	0	2	0	0	0
chr4	83279973	83280721	-	NM_001003810	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	89451404	89624277	+	NM_001015880	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	62110683	62112154	-	NM_006430	INTRON	3	10	5	41	0	1	0	17	36	2	2	0	1	2	4	57	3	3	4	3	17	6	1	14
chr22	41642676	41650311	-	NM_001278651	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr7	98508042	98508132	+	NM_001244580	INTRON	3	3	4	0	0	0	0	2	4	0	0	2	0	3	0	5	0	0	0	0	0	1	0	0
chr17	40726228	40729230	-	NM_001256016	INTRON	4	3	2	10	0	0	2	2	16	3	0	2	2	0	0	5	0	3	4	0	3	3	2	1
chr17	8044658	8045122	-	NM_002616	INTRON	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	1	0	0	0	1	2	0	0	0
chr5	176372139	176378474	-	NM_001199297	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
chr9	88275888	88284399	-	NM_001286715	INTRON	0	3	2	8	1	0	2	8	5	3	0	0	0	1	0	12	0	0	0	0	0	0	0	0
chr8	102753987	102792151	-	NM_001040628	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr4	83788469	83789365	-	NM_001077206	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
chr12	133209094	133210771	-	NM_006231	INTRON	0	0	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3
chr12	26808785	26809229	-	NM_002223	INTRON	1	15	0	11	0	1	2	8	5	3	0	0	1	1	0	10	1	1	5	1	4	0	0	0
chr1	8025485	8029404	+	NM_001123377	INTRON	44	95	30	104	14	10	13	85	189	21	23	12	9	32	8	147	11	13	35	26	47	24	26	42
chr9	100190962	100193214	+	NM_001302884	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr15	72499221	72499467	-	NM_001206796	INTRON	85	2	73	13	44	0	69	10	512	15	125	58	1	105	2	317	0	59	6	44	5	55	1	0
chr15	41657787	41669393	+	NM_001243142	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
chr17	59765193	59770790	-	NM_032043	INTRON	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	9985199	9985677	+	NM_001031717	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	130983241	131028615	-	NR_049826	INTRON	0	4	0	0	0	1	0	3	2	4	0	0	0	1	0	0	0	0	4	0	0	0	0	1
chr19	50920343	50992818	+	NM_001256849	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
chr2	37439182	37441006	-	NM_005760	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr22	26000420	26014715	+	NM_005160	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1	183860621	183861210	+	NM_001297669	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	47548879	47559680	+	NM_020453	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr17	73953647	73969705	-	NM_001185039	INTRON	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	89090853	89096542	-	NR_024397	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
chr22	30738339	30738793	-	NM_005877	INTRON	25	0	18	0	7	0	16	0	75	5	5	12	0	22	0	72	1	16	0	21	1	12	0	1
chr18	48513484	48572396	+	NM_018696	INTRON	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	32613030	32615566	+	NM_015060	INTRON	1	13	1	10	0	2	3	4	17	3	2	1	5	3	0	25	1	5	3	3	8	2	1	8
chr11	63964869	63964964	+	NM_001282652	INTRON	10	20	23	93	7	4	11	40	124	18	23	13	6	19	5	84	9	13	13	20	24	10	12	12
chr1	1479367	1480242	-	NM_014188	INTRON	20	8	7	17	6	0	4	19	88	5	19	13	2	20	3	73	5	7	3	4	9	10	1	0
chr9	35386290	35389845	+	NM_001330653	INTRON	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0
chr2	234054161	234054807	+	NM_001017915	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	143510872	143530339	-	NR_110549	INTRON	2	1	2	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
chr9	35061686	35061999	-	NM_007126	INTRON	7	19	13	24	2	2	3	14	54	12	21	1	0	6	5	36	6	2	3	4	16	1	0	10
chr10	11270424	11291115	+	NM_001025076	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr11	108178707	108180884	+	NM_000051	INTRON	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	88481721	88482808	-	NM_025114	INTRON	0	2	2	1	0	0	0	7	6	3	1	0	0	0	0	10	0	1	2	1	0	0	0	1
chr17	48457137	48457672	+	NM_001166131	INTRON	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	13383218	13475941	-	NM_001017979	INTRON	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	1	0	0	1
chr21	15988337	15988740	-	NM_001256579	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr1	153736362	153737165	+	NM_001324475	INTRON	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr17	33446618	33446752	-	NM_001142571	INTRON	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr19	49469034	49469628	+	NM_000146	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
chr1	166810325	166818174	+	NM_017542	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
chr12	88508959	88510809	-	NM_025114	INTRON	1	1	1	3	0	0	1	2	7	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0
chr13	31035825	31036674	-	NM_001313892	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	4	0	0
chr16	1728357	1741843	+	NM_144570	INTRON	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
chr21	45494437	45494919	+	NM_003274	INTRON	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	97990590	97994094	-	NM_001114094	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	7252356	7252496	-	NM_001297642	INTRON	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2
chr20	62152942	62153057	+	NM_024299	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
chr3	101477267	101481328	+	NM_024548	INTRON	1	0	0	1	0	0	0	2	1	0	1	0	0	0	1	2	0	0	0	0	0	1	0	2
chr17	42399135	42399786	-	NM_001143780	INTRON	3	5	4	23	2	0	2	18	28	1	2	1	2	4	0	17	1	2	2	1	1	4	0	1
chr10	38306314	38343302	+	NM_001278175	INTRON	5	3	5	15	1	1	4	13	7	7	0	1	3	5	2	11	0	0	4	0	5	0	0	6
chr2	197649653	197650164	-	NM_001206774	INTRON	0	7	0	3	0	0	1	1	16	2	0	1	0	3	1	17	0	1	0	2	3	0	0	3
chr5	74026223	74028842	-	NM_001281302	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	39591683	39594195	+	NM_001009182	INTRON	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	73590952	73592277	+	NM_001172623	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chr2	75917207	75917719	-	NM_001201334	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr17	7811337	7811719	+	NM_001005271	INTRON	9	8	1	8	2	0	1	10	31	2	6	2	0	1	0	23	0	3	0	4	3	3	1	1
chr2	84670524	84676772	-	NM_003849	INTRON	12	19	4	25	3	4	3	25	25	7	2	2	5	5	1	30	0	0	14	5	10	5	1	10
chr12	56995186	56995329	-	NM_001300905	INTRON	11	0	5	0	1	0	7	4	11	0	1	3	0	7	0	19	0	2	0	3	0	5	0	0
chr8	21856348	21856601	+	NM_015024	INTRON	2	2	2	8	2	0	3	3	11	3	0	0	0	7	5	18	0	1	1	5	0	1	0	0
chr1	157488287	157488489	-	NM_031281	INTRON	0	1	3	0	0	0	3	5	3	0	0	5	5	0	0	15	3	0	0	4	4	0	0	0
chr6	56337020	56338670	-	NM_001144769	INTRON	8	13	3	6	1	0	4	14	35	2	1	0	0	1	0	28	1	2	2	2	2	3	1	2
chr10	135106742	135107065	-	NM_001256617	INTRON	0	14	2	10	0	0	0	7	4	2	0	0	3	0	0	1	0	0	2	0	2	0	0	2
chr11	76701618	76709806	+	NM_001300953	INTRON	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	7	1	0	0	0	1	0	0	0
chr15	22864369	22866895	+	NM_001102610	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr18	61067936	61070939	-	NM_004869	INTRON	6	6	2	10	2	1	5	14	16	4	0	4	1	1	3	22	3	0	2	4	14	0	1	8
chr9	104161812	104162165	+	NM_197977	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
chr3	15457090	15457278	-	NM_001301791	INTRON	0	1	0	4	1	6	2	2	17	2	0	1	0	3	0	3	1	2	4	1	8	0	0	0
chr9	131397400	131397936	-	NM_052844	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
chr11	126153048	126159559	+	NM_001039661	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr11	45880424	45882398	+	NM_001127457	INTRON	0	4	0	0	0	0	1	0	8	1	0	0	0	1	0	7	0	1	0	0	3	0	1	0
chr2	20404052	20405103	-	NM_001006946	INTRON	1	3	0	0	0	1	0	5	0	0	4	0	0	0	3	0	0	0	0	0	0	1	0	2
chr5	139937240	139939897	-	NM_001035235	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
chr14	69378959	69387722	-	NM_001102	INTRON	0	0	3	0	0	0	2	1	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	227914847	227915692	-	NM_000092	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr6	107042381	107050748	-	NM_001318746	INTRON	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	33444005	33445519	-	NM_001142571	INTRON	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	69969596	69988999	+	NM_001161498	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13	41736539	41739686	+	NR_120423	INTRON	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
chr5	41934410	41941293	+	NM_033484	INTRON	0	0	1	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1
chr6	138196172	138196972	+	NM_001270507	INTRON	6	0	0	0	1	0	5	0	34	0	4	5	0	1	0	15	0	2	0	0	0	0	0	0
chr5	127497492	127498714	+	NM_001046	INTRON	0	0	0	1	0	1	1	0	0	1	0	0	1	0	2	1	1	1	0	0	0	0	0	0
chr1	24020311	24021151	+	NM_000975	INTRON	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	61767957	61776387	-	NM_001330431	INTRON	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
chr7	158439255	158444984	-	NM_001281932	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
chr12	31451158	31476877	-	NM_001135811	INTRON	3	5	0	2	0	1	1	2	1	3	1	0	2	1	1	3	0	0	0	0	7	1	0	2
chr9	69229668	69231351	-	NM_001085457	INTRON	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr7	6026505	6157706	-	NM_000535	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
chr17	62477563	62479035	-	NM_007215	INTRON	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
chr21	37732375	37732481	+	NM_001320445	INTRON	0	3	2	9	3	0	3	3	9	1	0	0	0	1	0	10	1	0	3	3	3	2	2	2
chr11	63666305	63666527	+	NM_001039469	INTRON	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	108202284	108202454	+	NM_000051	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	4	0	15	0	0
chr11	108117854	108118753	+	NM_000051	INTRON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
chr15	41709511	41730518	+	NM_015138	INTRON	3	5	6	4	0	2	2	2	12	4	2	6	0	2	2	4	1	1	1	1	4	0	0	1
